user,text,date,emotion,sentiment,clean_text,preprocessed_text,nuevosentimiento,adjetivos_positivo,verbos_positivo,sustantivos_positivo,adjetivos_neutro,verbos_neutro,sustantivos_neutro,adjetivos_negativo,verbos_negativo,sustantivos_negativo
@CarlosNovs,"El momento más feliz de la vida de un hombre es cuando está tirado en el campo de batalla, después de haberlo dado todo, exhausto, ya no le queda más... exhausto pero ¡Victorioso!","Jan 6, 2024 · 12:25 AM UTC",successful,powerful,El momento ms feliz de la vida de un hombre es cuando est tirado en el campo de batalla despus de haberlo dado todo exhausto ya no le queda ms exhausto pero Victorioso,momento feliz vida hombre tirado campo batalla despus haberlo dado exhausto queda exhausto victorioso,positivo,0,0,4,0,0,2,0,0,2
@OlayaOlaya15,6 enero es dia de los reyes mago.estoy pidiendo de corazon que kim taehyung 💜  salga victorioso en su sm.salud para mi y mi familia.pero sobre tod que DIOS  castgue todas las infamias que cometen con kim taehyung 💜,"Jan 5, 2024 · 8:35 PM UTC",successful,powerful, enero es dia de los reyes magoestoy pidiendo de corazon que kim taehyung   salga victorioso en su smsalud para mi y mi familiapero sobre tod que DIOS  castgue todas las infamias que cometen con kim taehyung ,enero reyes magoestoy pidiendo corazon taehyung salga victorioso smsalud familiapero dios castgue toda infamias cometen taehyung,positivo,0,0,3,0,0,1,0,0,1
@_Spaceboy_666,"La vida es una constante guerra en la cual, o salgo victorioso o muero con la frente en alto.  Dejen de llorar y muevan el orto que nadie les va a regalar nada y la vida no es como los cuentos de hadas, niñes Disney sobran.","Jan 5, 2024 · 8:07 PM UTC",successful,powerful,La vida es una constante guerra en la cual o salgo victorioso o muero con la frente en alto  Dejen de llorar y muevan el orto que nadie les va a regalar nada y la vida no es como los cuentos de hadas nies Disney sobran,vida constante guerra salgo victorioso muero frente alto dejen llorar muevan orto nadie regalar vida cuentos hadas ny disney sobran,positivo,0,0,3,0,0,2,0,0,2
@PauloCaceres18,"Bueno… pensaba salir victorioso de mi viajeee, pero me enfermé 😞","Jan 5, 2024 · 3:35 PM UTC",successful,powerful,Bueno pensaba salir victorioso de mi viajeee pero me enferm ,bueno pensaba salir victorioso viajeee enferm,positivo,0,0,2,0,0,0,0,0,0
@LauraAranguibe2,"Hola buenos días, siempre somos y seremos invencibles, fuerte como el acero y poder enfrentar toda debilidad que venga para salir victorioso. Por nuestra Venezuela grande y prospera con nuestro presidente Nicolás Maduro y su tren ejecutivo. Victoria ✌️🙏👍🇻🇪❤️🏳️‍🌈","Jan 5, 2024 · 3:01 PM UTC",successful,powerful,Hola buenos das siempre somos y seremos invencibles fuerte como el acero y poder enfrentar toda debilidad que venga para salir victorioso Por nuestra Venezuela grande y prospera con nuestro presidente Nicols Maduro y su tren ejecutivo Victoria ,hola buenos siempre invencibles fuerte acero poder enfrentar toda debilidad venga salir victorioso venezuela grande prospera presidente nicols maduro tren ejecutivo victoria,positivo,0,1,2,0,1,2,0,1,0
@jjcolsa,"Señor, cada día llega a mi vida con nuevos retos y para salir victorioso en cada jornada necesito contar con tu hermosa presencia en mi vida. Te suplico, amado Dios, que visites y habites en nuestra casa, pues tu presencia ilumina y dirige nuestras vidas.","Jan 5, 2024 · 2:13 PM UTC",successful,powerful,Seor cada da llega a mi vida con nuevos retos y para salir victorioso en cada jornada necesito contar con tu hermosa presencia en mi vida Te suplico amado Dios que visites y habites en nuestra casa pues tu presencia ilumina y dirige nuestras vidas,seor cada llega vida nuevos retos salir victorioso cada jornada necesito contar hermosa presencia vida suplico amado dios visites habites casa pues presencia ilumina dirige vidas,positivo,0,1,6,0,0,2,0,0,3
@alterlego502,"Ojo hermanos Nicaragüenses hay muchos corruptos de Guatemala llegando a su país en avionetas con pacas de efectivo. Ese dinero es del pueblo de Guatemala, mejor a que se lo gocen los corruptos, mejor repartirlo entre el pueblo.","Jan 6, 2024 · 3:23 AM UTC",successful,powerful,Ojo hermanos Nicaragenses hay muchos corruptos de Guatemala llegando a su pas en avionetas con pacas de efectivo Ese dinero es del pueblo de Guatemala mejor a que se lo gocen los corruptos mejor repartirlo entre el pueblo,hermanos nicaragenses corruptos guatemala llegando avionetas paca efectivo dinero pueblo guatemala mejor gocen corruptos mejor repartirlo pueblo,positivo,1,0,2,0,0,2,0,0,2
@yadiparraguirre,Me ha ocurrido como dos veces que pago un UBER en efectivo y me llega al correo que no pagué completo cuando sí lo hice. ¿Esto es recurrente? Me parece que está siendo una práctica de viveza.   @Uber_Support @Uber @Uber_Peru @IndecopiOficial,"Jan 6, 2024 · 3:22 AM UTC",successful,powerful,Me ha ocurrido como dos veces que pago un UBER en efectivo y me llega al correo que no pagu completo cuando s lo hice Esto es recurrente Me parece que est siendo una prctica de viveza      ,ocurrido veces pago uber efectivo llega correo pagu completo hice recurrente parece siendo prctica viveza,positivo,1,0,0,0,0,0,0,0,1
@Jolmanpalacio,Pero más decadente son los conductores de bus al no tener un malparido efectivo para dar cambio,"Jan 6, 2024 · 3:19 AM UTC",successful,powerful,Pero ms decadente son los conductores de bus al no tener un malparido efectivo para dar cambio,decadente conductores tener malparido efectivo cambio,positivo,0,1,2,0,1,0,0,0,0
@rafatoloza,"Funcionó ser plaga lgm, era más sencillo y efectivo, sin importar que","Jan 6, 2024 · 3:17 AM UTC",successful,powerful,Funcion ser plaga lgm era ms sencillo y efectivo sin importar que,funcion plaga sencillo efectivo importar,positivo,0,0,1,0,0,0,0,0,0
@BrianEnrique90,Admito que un momento muy veneco de mi parte aquí en usa fue cuando iba a cualquier lugar a comprar algo en efectivo y me dan vuelto en billetes de 5 o de 1 o en monedas (pasaba al asombro),"Jan 6, 2024 · 3:14 AM UTC",successful,powerful,Admito que un momento muy veneco de mi parte aqu en usa fue cuando iba a cualquier lugar a comprar algo en efectivo y me dan vuelto en billetes de  o de  o en monedas pasaba al asombro,admito momento veneco parte cualquier lugar comprar efectivo vuelto billetes monedas pasaba asombro,positivo,0,0,3,0,0,0,0,0,0
@apmarco15,Tengo efectivo en Puerto Ordaz y necesito cambiar por zelle. Si alguien sabe lo agradecería full 🤞🏼#Pzo,"Jan 6, 2024 · 3:12 AM UTC",successful,powerful,Tengo efectivo en Puerto Ordaz y necesito cambiar por zelle Si alguien sabe lo agradecera full Pzo,efectivo puerto ordaz necesito cambiar zelle alguien sabe agradecera full,positivo,0,0,2,0,0,0,0,0,0
@EmaKCampos,"Encima hace poco me enteré que dejaron de existir las transferencias en efectivo del prosegur ahora es todo digital, ya no te permiten ni soñar en este pais","Jan 6, 2024 · 3:11 AM UTC",successful,powerful,Encima hace poco me enter que dejaron de existir las transferencias en efectivo del prosegur ahora es todo digital ya no te permiten ni soar en este pais,encima hace enter dejaron existir transferencias efectivo prosegur ahora digital permiten soar pais,positivo,0,0,1,0,0,1,0,0,1
@noohorac,"Excelente eslogan, “escuchar para progresar” del partido de la U, si eso se hace efectivo, esto cambia, empezando por La Guajira, pero resulta que no, no escuchan sino a sus amigos digo, familiares, no de otra manera se entiende el atraso tan grande en que nos hallamos. Hilo…","Jan 6, 2024 · 3:09 AM UTC",successful,powerful,Excelente eslogan escuchar para progresar del partido de la U si eso se hace efectivo esto cambia empezando por La Guajira pero resulta que no no escuchan sino a sus amigos digo familiares no de otra manera se entiende el atraso tan grande en que nos hallamos Hilo,excelente eslogan escuchar progresar partido hace efectivo cambium empezando guajira resulta escuchan sino amigo digo familiares manera entiende atraso grande hallamos hilo,positivo,0,0,3,0,0,1,0,0,1
@aisman6,"El chespi de la esquina de casa se actualizó   Me pidió 2 mil y le dije que no se usa más efectivo, solo transferencia y me dice ah no hay problema, TIENE BILLETERA ELECTRÓNICA EL HDP. Y bueno, le pase entonces 2000 por QR al chespi, porque a cambio de ese 2 mil tengo protección","Jan 6, 2024 · 3:03 AM UTC",successful,powerful,El chespi de la esquina de casa se actualiz   Me pidi  mil y le dije que no se usa ms efectivo solo transferencia y me dice ah no hay problema TIENE BILLETERA ELECTRNICA EL HDP Y bueno le pase entonces  por QR al chespi porque a cambio de ese  mil tengo proteccin,chespi esquina casa actualiz pidi dije efectivo solo transferencia dice problema billetera electrnica bueno pase entonces chespi cambio proteccin,positivo,0,0,5,0,0,2,0,0,1
@pjaime21,"Hace 3 días fui a @foodkartvzla y realice mi pago en efectivo quedaron en hacerme el vuelto por pago móvil al final de la noche, acepté. Han pasado 3 días y les escribo me piden que hable con una persona, luego con otra etc.","Jan 6, 2024 · 3:02 AM UTC",successful,powerful,Hace  das fui a  y realice mi pago en efectivo quedaron en hacerme el vuelto por pago mvil al final de la noche acept Han pasado  das y les escribo me piden que hable con una persona luego con otra etc,hace realice pago efectivo quedaron hacerme vuelto pago mvil final noche acept pasado escribo piden hable persona luego,positivo,1,0,2,0,0,2,0,0,3
@MuOntiveros,"Triunfar en la vida no es fácil Y menos cuando se es prieto Si has triunfado siendo wero, no tienes tanto mérito Ser prieto y triunfador, no cualquiera Es todo el X antes tweeter","Jan 5, 2024 · 8:04 PM UTC",successful,powerful,Triunfar en la vida no es fcil Y menos cuando se es prieto Si has triunfado siendo wero no tienes tanto mrito Ser prieto y triunfador no cualquiera Es todo el X antes tweeter,triunfar vida fcil menos prieto triunfado siendo wero mrito prieto triunfador cualquiera tweeter,positivo,0,0,1,0,0,1,0,0,1
@gilmarvaldes,"Asquerosamente pauteada la nota sobre Milito en #datasportsxtntsports hasta Metieron a Pellegrini y Guardiola. Lo muestran como un técnico apetecido por varios equipos y un triunfador, cuando se sabe que no le ha ganado a nadie.  Periodistas come pan","Jan 4, 2024 · 9:26 PM UTC",successful,powerful,Asquerosamente pauteada la nota sobre Milito en datasportsxtntsports hasta Metieron a Pellegrini y Guardiola Lo muestran como un tcnico apetecido por varios equipos y un triunfador cuando se sabe que no le ha ganado a nadie  Periodistas come pan,asquerosamente pauteada nota milito datasportsxtntsports metieron pellegrini guardiola muestran tcnico apetecido varios equipos triunfador sabe ganado nadie periodistas come,positivo,0,0,0,1,0,0,1,0,0
@Franciss897,"Conoce a tu enemigo y conócete a ti mismo, y saldrás triunfador en mil batallas","Jan 4, 2024 · 5:46 PM UTC",successful,powerful,Conoce a tu enemigo y concete a ti mismo y saldrs triunfador en mil batallas,conoce enemigo concete mismo saldrs triunfador batallas,positivo,0,0,1,0,0,1,0,0,0
@RCorindon,Risto Mejide es tan sOlo un pobre hombre con ínfulas baratarias de hortera triunfador sin ínsulas imaginadas.,"Jan 4, 2024 · 8:39 AM UTC",successful,powerful,Risto Mejide es tan sOlo un pobre hombre con nfulas baratarias de hortera triunfador sin nsulas imaginadas,risto mejide solo pobre hombre nfulas baratarias hortera triunfador nsulas imaginadas,positivo,0,0,1,0,0,1,0,0,2
@U_H_Cto,"""Todo triunfador, fue un fracasado que nunca se dió por vencido""  🖤🔱 -Churchil-","Jan 4, 2024 · 6:15 AM UTC",successful,powerful,Todo triunfador fue un fracasado que nunca se di por vencido   Churchil,triunfador fracasado nunca vencido churchil,positivo,1,0,0,1,0,0,1,0,0
@AntonioGiovan13,Un amigo de mi hijo mayor nos visitó. Reside en EU. Me recordó el Títere en forma de árbol que tuvimos en el Teatro. Para él en ese momento fue una gran Novedad. Una grata visita de un triunfador Allende de los Mares. 💥,"Jan 4, 2024 · 3:39 AM UTC",successful,powerful,Un amigo de mi hijo mayor nos visit Reside en EU Me record el Ttere en forma de rbol que tuvimos en el Teatro Para l en ese momento fue una gran Novedad Una grata visita de un triunfador Allende de los Mares ,amigo hijo mayor visit reside record ttere forma rbol teatro momento gran novedad grata visita triunfador allende mare,positivo,0,0,2,0,0,0,0,0,0
@thecntichrist,"Maeve, tu hermano era un triunfador en Hogwarts.","Jan 3, 2024 · 11:26 AM UTC",successful,powerful,Maeve tu hermano era un triunfador en Hogwarts,maeve hermano triunfador hogwarts,positivo,0,0,0,0,0,0,0,0,0
@elyoztv,31 de dic: Gracias por todos mis triunfos 1 de enero: Hoy renace un triunfador 2 de enero: La vida no vale nada,"Jan 2, 2024 · 5:24 PM UTC",successful,powerful, de dic Gracias por todos mis triunfos  de enero Hoy renace un triunfador  de enero La vida no vale nada,gracias triunfos enero renace triunfador enero vida vale,positivo,0,0,2,0,0,2,0,0,1
@thederbyday,El Pueblo ha hablado. El Pueblo es sabio.  • Triunfador 2023: Oscar Anaya (@OscarAn10669190).  • Revelación 2023: Denisa Sikorova (@DenisaSikorov4).  • Caballo del Año 2023: Sophie’s Watch (@OscarAn10669190).,"Jan 2, 2024 · 2:36 PM UTC",successful,powerful,El Pueblo ha hablado El Pueblo es sabio   Triunfador  Oscar Anaya    Revelacin  Denisa Sikorova    Caballo del Ao  Sophies Watch ,pueblo hablado pueblo sabio triunfador oscar anaya revelacin denisa sikorova caballo sophies watch,positivo,0,0,0,0,0,0,0,0,0
@duummie,Muchospinches buenos propósitos de año nuevo incluida prosperidad...  Wey no mames no eres capaz de llegar temprano a tu trabajo el primer día laboral del año y quieres ser prospero y todo un triunfador!?!  Jajaj mejor chinga tu madre ...,"Jan 2, 2024 · 2:12 PM UTC",successful,powerful,Muchospinches buenos propsitos de ao nuevo incluida prosperidad  Wey no mames no eres capaz de llegar temprano a tu trabajo el primer da laboral del ao y quieres ser prospero y todo un triunfador  Jajaj mejor chinga tu madre ,muchospinches buenos propsitos nuevo incluida prosperidad mames capaz llegar temprano trabajo primer laboral quieres prospero triunfador jajaj mejor chinga madre,positivo,1,1,2,0,1,2,0,0,1
@RAFAELG55637305,Eh me estoy elevando solo porque me dio un cumplido de mis pestañas,"Jan 6, 2024 · 3:31 AM UTC",successful,powerful,Eh me estoy elevando solo porque me dio un cumplido de mis pestaas,elevando solo cumplido pestaas,positivo,0,0,2,0,0,1,0,0,1
@marquez_nandito,Don Ramón era más cumplido en los pagos que el guerrillero punto. Fuera Petro!!,"Jan 6, 2024 · 3:31 AM UTC",successful,powerful,Don Ramn era ms cumplido en los pagos que el guerrillero punto Fuera Petro,ramn cumplido pagos guerrillero punto petro,positivo,0,0,1,0,0,0,0,0,0
@maiimartiinez_,"todavía tengo muchas fantasías para cumplir con juntos, y más vale q la más grande no la hayas cumplido con otra pq ahí si q te asesino","Jan 6, 2024 · 3:28 AM UTC",successful,powerful,todava tengo muchas fantasas para cumplir con juntos y ms vale q la ms grande no la hayas cumplido con otra pq ah si q te asesino,todava muchas fantasas cumplir junto vale grande cumplido asesino,positivo,0,0,1,0,0,0,0,0,0
@mavc_95,"Acabo de cerrar una fiesta de +45 y, de fondo, suena Luis Miguel.   Objetivo cumplido. Logró poner a tono a gente que me saca 20 tacos de experiencia vital.","Jan 6, 2024 · 3:28 AM UTC",successful,powerful,Acabo de cerrar una fiesta de  y de fondo suena Luis Miguel   Objetivo cumplido Logr poner a tono a gente que me saca  tacos de experiencia vital,acabo cerrar fiesta fondo suena luis miguel objetivo cumplido logr poner tono gente saca taco experiencia vital,positivo,0,0,2,0,0,1,0,0,1
@AchavezH,“Eres un árbol de navidad” y ese es el mejor cumplido que me han hecho,"Jan 6, 2024 · 3:22 AM UTC",successful,powerful,Eres un rbol de navidad y ese es el mejor cumplido que me han hecho,rbol navidad mejor cumplido hecho,positivo,1,0,1,1,0,0,1,0,0
@Chelvil12,Te gusto tanto su cumplido que parece queteamomoraste de nuevo,"Jan 6, 2024 · 3:12 AM UTC",successful,powerful,Te gusto tanto su cumplido que parece queteamomoraste de nuevo,gusto cumplido parece queteamomoraste nuevo,positivo,0,0,3,0,0,0,0,0,0
@ArdilaLya,"Objetivo cumplido, vamos por másssss","Jan 6, 2024 · 3:10 AM UTC",successful,powerful,Objetivo cumplido vamos por msssss,objetivo cumplido vamos ms,positivo,0,0,1,0,0,0,0,0,0
@Marina_piscis20,La reina maga ha cumplido este año 👑,"Jan 6, 2024 · 3:09 AM UTC",successful,powerful,La reina maga ha cumplido este ao ,reina maga cumplido,positivo,0,0,1,0,0,0,0,0,0
@Eraunipd,"Me acaban de hacer el mejor cumplido de mi vida, me dijeron que al mirarme veían a mi abuelo... ❤️‍🩹","Jan 6, 2024 · 3:07 AM UTC",successful,powerful,Me acaban de hacer el mejor cumplido de mi vida me dijeron que al mirarme vean a mi abuelo ,acaban hacer mejor cumplido vida dijeron mirarme vean abuelo,positivo,0,0,4,0,0,3,0,0,3
@moonyage,duolingo esta perro conmigo porque no he cumplido mis 30 min de clase JAJAJAJAAJJAAJSJAJAJA,"Jan 6, 2024 · 3:07 AM UTC",successful,powerful,duolingo esta perro conmigo porque no he cumplido mis  min de clase JAJAJAJAAJJAAJSJAJAJA,duolingo perro conmigo cumplido clase jajajajaajjaajsjajaja,positivo,0,0,1,0,0,0,0,0,0
@bandy_am,Se siente extraño pero satisfactorio estar fuera de mi zona de confort ✨,"Jan 6, 2024 · 3:26 AM UTC",successful,powerful,Se siente extrao pero satisfactorio estar fuera de mi zona de confort ,extrao satisfactorio zona confort,positivo,0,0,1,0,0,0,0,0,0
@anyehayes,El fresquito que me da cuando reviso mis destacadas en IG y lo veo llenito de viajes.  Es tan satisfactorio para mi. 🥹,"Jan 6, 2024 · 3:16 AM UTC",successful,powerful,El fresquito que me da cuando reviso mis destacadas en IG y lo veo llenito de viajes  Es tan satisfactorio para mi ,fresquito reviso destacadas llenito viajes satisfactorio,positivo,0,0,1,0,0,0,0,0,0
@_FerZam,"Mucha paz en mi vida. Aunque llegar a este punto no fue nada fácil, pero lograrlo es lo más satisfactorio. Ando como muy optimista, sin darle importancia a cosas que antes me rompían la cabeza. Ay no, ya soy otra.","Jan 6, 2024 · 3:10 AM UTC",successful,powerful,Mucha paz en mi vida Aunque llegar a este punto no fue nada fcil pero lograrlo es lo ms satisfactorio Ando como muy optimista sin darle importancia a cosas que antes me rompan la cabeza Ay no ya soy otra,mucha vida aunque llegar punto fcil lograrlo satisfactorio ando optimista darle importancia cosas rompan cabeza,positivo,1,0,3,0,0,3,0,0,2
@snoozekv,Momento más satisfactorio de la casa de papel: la muerte de Arturo,"Jan 6, 2024 · 3:10 AM UTC",successful,powerful,Momento ms satisfactorio de la casa de papel la muerte de Arturo,momento satisfactorio casa papel muerte arturo,positivo,0,0,3,0,0,0,0,0,0
@araguzmar,No hay nada más satisfactorio que manejar el Sentra de mi papá🥰,"Jan 6, 2024 · 3:09 AM UTC",successful,powerful,No hay nada ms satisfactorio que manejar el Sentra de mi pap,satisfactorio manejar sentra,positivo,0,0,1,0,0,0,0,0,0
@SegundaCuerda,"Una buena triple amenaza es un bien escaso pero mega satisfactorio, excelente evento estelar de SD cómo hace un rato ya no había","Jan 6, 2024 · 3:06 AM UTC",successful,powerful,Una buena triple amenaza es un bien escaso pero mega satisfactorio excelente evento estelar de SD cmo hace un rato ya no haba,buena triple amenaza bien escaso mega satisfactorio excelente evento estelar hace rato haba,positivo,0,0,3,0,0,2,0,0,3
@Pulpito_1,Nada mas satisfactorio que darse cuenta de todo lo que has logrado,"Jan 6, 2024 · 3:05 AM UTC",successful,powerful,Nada mas satisfactorio que darse cuenta de todo lo que has logrado,satisfactorio darse cuenta logrado,positivo,0,0,3,0,0,0,0,0,1
@_tigrediaz,Como se siente tan satisfactorio comenzar un proyecto y que todo salga como lo pensabas.,"Jan 6, 2024 · 2:58 AM UTC",successful,powerful,Como se siente tan satisfactorio comenzar un proyecto y que todo salga como lo pensabas,satisfactorio comenzar proyecto salga pensabas,positivo,0,0,1,0,0,0,0,0,0
@MoralesMori,Siempre es satisfactorio ver cuando #AustinReaves va  de Titular en los partidos! #LakeShow,"Jan 6, 2024 · 2:42 AM UTC",successful,powerful,Siempre es satisfactorio ver cuando AustinReaves va  de Titular en los partidos LakeShow,siempre satisfactorio austinreaves titular partidos lakeshow,positivo,0,0,2,0,0,1,0,0,1
@mintmoccachino,"""trato de encontrarle lo satisfactorio"" -Fabi 2024","Jan 6, 2024 · 2:32 AM UTC",successful,powerful,trato de encontrarle lo satisfactorio Fabi ,trato encontrarle satisfactorio fabi,positivo,0,0,1,0,0,0,0,0,0
@GadreelSh,"Tengo una compañera de viaje que cuando menos me lo espero aparece, me rompe el sueño, la calma y me hace estar despierto de madrugada hasta que le da la gana de irse. Al menos en esta hora y medio he sido productivo, algo bueno tenía que tener.","Jan 6, 2024 · 3:30 AM UTC",successful,powerful,Tengo una compaera de viaje que cuando menos me lo espero aparece me rompe el sueo la calma y me hace estar despierto de madrugada hasta que le da la gana de irse Al menos en esta hora y medio he sido productivo algo bueno tena que tener,compaera viaje menos espero aparece rompe sueo calma hace despierto madrugada gana irse menos hora medio sido productivo bueno tena tener,positivo,0,0,5,0,0,4,0,0,1
@meeeelpita,"Que primera semana de enero taaaan pesada, solo espero que mi año sea igual de productivo como esta semana🤞🏻","Jan 6, 2024 · 3:24 AM UTC",successful,powerful,Que primera semana de enero taaaan pesada solo espero que mi ao sea igual de productivo como esta semana,primera semana enero taaaan pesada solo espero igual productivo semana,positivo,0,0,1,0,0,1,0,0,1
@Tania_mabi,"deseo volver a sentir que tuve un día productivo, pero me autosaboteo","Jan 6, 2024 · 3:23 AM UTC",successful,powerful,deseo volver a sentir que tuve un da productivo pero me autosaboteo,deseo volver sentir productivo autosaboteo,positivo,0,0,0,0,0,1,0,0,0
@SalmistaFrank,"Si vas a ver a Dios prosperarte en medio de la dificultad, tienes que mantenerte productivo. Sigue usando tus dones, sigue esforzándote, sigue siendo bueno con la gente. No dejes tus sueños en espera.","Jan 6, 2024 · 3:20 AM UTC",successful,powerful,Si vas a ver a Dios prosperarte en medio de la dificultad tienes que mantenerte productivo Sigue usando tus dones sigue esforzndote sigue siendo bueno con la gente No dejes tus sueos en espera,dios prosperarte medio dificultad mantenerte productivo sigue usando dones sigue esforzndote sigue siendo bueno gente dejes sueos espera,positivo,0,0,3,0,0,1,0,0,2
@withoutyousad,Hoy fue un día re productivo,"Jan 6, 2024 · 3:17 AM UTC",successful,powerful,Hoy fue un da re productivo,productivo,positivo,0,0,0,0,0,0,0,0,0
@ownerofyg,"odio las vacaciones porque me aburro y quiero estar haciendo algo productivo (q mierda queria((??) pero cuando vuelvo a mi rutina esclava de la facultad y la pala me dan terribles ganas de matarme quien te entiende (nadie, dormite ya fue)","Jan 6, 2024 · 3:13 AM UTC",successful,powerful,odio las vacaciones porque me aburro y quiero estar haciendo algo productivo q mierda queria pero cuando vuelvo a mi rutina esclava de la facultad y la pala me dan terribles ganas de matarme quien te entiende nadie dormite ya fue,odio vacaciones aburro quiero haciendo productivo mierda queria vuelvo rutina esclava facultad pala terribles ganas matarme entiende nadie dormite,positivo,1,0,1,1,0,1,1,0,1
@Arialexandertv,"Ustedes tienen demasiado tiempo libre como para indagar quien preñó a quien, hagan algo productivo por sus vidas 😵‍💫","Jan 6, 2024 · 2:57 AM UTC",successful,powerful,Ustedes tienen demasiado tiempo libre como para indagar quien pre a quien hagan algo productivo por sus vidas ,ustedes demasiado tiempo libre indagar hagan productivo vidas,positivo,1,0,0,0,0,0,1,0,0
@NZadiel,"Jajajaja como cosa rara después de un día productivo, un gasto inesperado !!! Pero bueno se aprendió algo nuevo hoy 😮‍💨😓","Jan 6, 2024 · 2:52 AM UTC",successful,powerful,Jajajaja como cosa rara despus de un da productivo un gasto inesperado  Pero bueno se aprendi algo nuevo hoy ,jajajaja cosa rara despus productivo gasto inesperado bueno aprendi nuevo,positivo,0,0,2,0,0,1,0,0,0
@PadillaDulce_,"Fue un día muy largo y productivo, me parece un planazo darme un baño y acostarme a ver la nueva serie de Harlan Coben.","Jan 6, 2024 · 2:52 AM UTC",successful,powerful,Fue un da muy largo y productivo me parece un planazo darme un bao y acostarme a ver la nueva serie de Harlan Coben,largo productivo parece planazo darme acostarme nueva serie harlan coben,positivo,0,0,0,0,0,0,0,0,0
@JessBazzani_,"Que día productivo lcdll, trabaje, encontré salón para mis clases, arme dos coreos, me hice una amiga nueva y ENCIMA luquitas vuelve esta noche de su viaje. Yofe? lizzzzz","Jan 6, 2024 · 2:39 AM UTC",successful,powerful,Que da productivo lcdll trabaje encontr saln para mis clases arme dos coreos me hice una amiga nueva y ENCIMA luquitas vuelve esta noche de su viaje Yofe lizzzzz,productivo lcdll trabaje encontr saln clases arme coreos hice amiga nueva encima luquitas vuelve noche viaje yofe lizzzzz,positivo,0,0,0,0,0,0,0,0,0
@yeyaraf,Que deseo para 2024 un país próspero q le de oportunidades a mis hijos donde puedan vivir trabajar y soñar con una Venezuela hermosa,"Jan 6, 2024 · 2:53 AM UTC",successful,powerful,Que deseo para  un pas prspero q le de oportunidades a mis hijos donde puedan vivir trabajar y soar con una Venezuela hermosa,deseo prspero oportunidades hijos puedan vivir trabajar soar venezuela hermosa,positivo,0,0,0,0,0,0,0,0,0
@FercitaProspero,Entre en el body talla XS que me regaló E,"Jan 6, 2024 · 2:41 AM UTC",successful,powerful,Entre en el body talla XS que me regal E,body talla regal,positivo,0,0,0,0,0,0,0,0,0
@JurgenKlaric,"El día en que te preocupes por ser mente rica, el dinero va a empezar a llegar por todos lados y te vas a dar cuenta de que lo más importantes es ser próspero, ser millonario en todo. Y te digo una cosa: ser millonario en dinero no es difícil. El reto es ser millonario de corazón","Jan 6, 2024 · 1:43 AM UTC",successful,powerful,El da en que te preocupes por ser mente rica el dinero va a empezar a llegar por todos lados y te vas a dar cuenta de que lo ms importantes es ser prspero ser millonario en todo Y te digo una cosa ser millonario en dinero no es difcil El reto es ser millonario de corazn,preocupes mente rica dinero empezar llegar lados cuenta importantes prspero millonario digo cosa millonario dinero difcil reto millonario corazn,positivo,1,0,1,0,0,1,1,0,1
@kinhrt,"Muy feliz y próspero 2024, estimados @LauraBruges @laslolouss @YusebYong  y @FranciscoBurgoa .  Cómo puedo conocer la lista de ""asesores"" de la nueva ministra de la SCJN, Lenia?  Les saludo atentamente.","Jan 6, 2024 · 1:33 AM UTC",successful,powerful,Muy feliz y prspero  estimados     y    Cmo puedo conocer la lista de asesores de la nueva ministra de la SCJN Lenia  Les saludo atentamente,feliz prspero estimados puedo conocer lista asesores nueva ministra scjn lenia saludo atentamente,positivo,0,0,2,0,0,1,0,0,1
@waitedinvain,"Mi goal de 2024 es aprender a cocinar ajiaco, that’s that. Todo lo que necesito para un próspero año nuevo.","Jan 6, 2024 · 1:28 AM UTC",successful,powerful,Mi goal de  es aprender a cocinar ajiaco thats that Todo lo que necesito para un prspero ao nuevo,goal aprender cocinar ajiaco thats that necesito prspero nuevo,positivo,0,0,2,0,0,0,0,0,0
@XannieHot,Feliz y próspero año nuevo !,"Jan 6, 2024 · 1:17 AM UTC",successful,powerful,Feliz y prspero ao nuevo ,feliz prspero nuevo,positivo,0,0,2,0,0,0,0,0,0
@Daniela_169_,Ojalá un año tan próspero y abundante que me permita compartir con otros🙏🏻,"Jan 6, 2024 · 1:15 AM UTC",successful,powerful,Ojal un ao tan prspero y abundante que me permita compartir con otros,ojal prspero abundante permita compartir,positivo,0,0,0,0,0,0,0,0,0
@EJournalista,"Saludos en noche de viernes de #NBAxESPN @kenneth_garay #KennyG y @obricio7   Duelo interesante en Philadelphia, me gustaría ver una victoria de @sixers   Un abrazo y prospero 2024","Jan 6, 2024 · 12:50 AM UTC",successful,powerful,Saludos en noche de viernes de NBAxESPN  KennyG y    Duelo interesante en Philadelphia me gustara ver una victoria de    Un abrazo y prospero ,saludos noche viernes nbaxespn kennyg duelo interesante philadelphia gustara victoria abrazo prospero,positivo,0,0,0,0,0,0,0,0,0
@bombaSovietica,"Te deseo felices Pascuas y próspero año nuevo, pero lo que más deseo es que tú padre sea mi suegro 🫶","Jan 6, 2024 · 12:20 AM UTC",successful,powerful,Te deseo felices Pascuas y prspero ao nuevo pero lo que ms deseo es que t padre sea mi suegro ,deseo felices pascuas prspero nuevo deseo padre suegro,positivo,0,0,1,0,0,0,0,0,0
